"expr","time","model","times"
"markov_corr",348757653,"MARKOV-EMB-Y",0.348757653
"markov_corr",411600925,"MARKOV-EMB-Y",0.411600925
"markov_corr",570250100,"MARKOV-EMB-Y",0.5702501
"markov_corr",584856395,"MARKOV-EMB-Y",0.584856395
"markov_corr",570435843,"MARKOV-EMB-Y",0.570435843
"markov_corr",585393605,"MARKOV-EMB-Y",0.585393605
"markov_corr",456746594,"MARKOV-EMB-Y",0.456746594
"markov_corr",498697751,"MARKOV-EMB-Y",0.498697751
"markov_corr",660038650,"MARKOV-EMB-Y",0.66003865
"markov_corr",855095145,"MARKOV-EMB-Y",0.855095145
"markov_corr",648415172,"MARKOV-EMB-Y",0.648415172
"markov_corr",634514146,"MARKOV-EMB-Y",0.634514146
"markov_corr",790470948,"MARKOV-EMB-Y",0.790470948
"markov_corr",875679898,"MARKOV-EMB-Y",0.875679898
"markov_corr",1024741422,"MARKOV-EMB-Y",1.024741422
"markov_corr",1275110120,"MARKOV-EMB-Y",1.27511012
"markov_corr",770659312,"MARKOV-EMB-Y",0.770659312
"markov_corr",520576460,"MARKOV-EMB-Y",0.52057646
"markov_corr",297746160,"MARKOV-EMB-Y",0.29774616
"markov_corr",299503667,"MARKOV-EMB-Y",0.299503667
"markov_corr",325020481,"MARKOV-EMB-Y",0.325020481
"markov_corr",307934385,"MARKOV-EMB-Y",0.307934385
"markov_corr",305863841,"MARKOV-EMB-Y",0.305863841
"markov_corr",306736112,"MARKOV-EMB-Y",0.306736112
"markov_corr",345188032,"MARKOV-EMB-Y",0.345188032
"markov_corr",338396249,"MARKOV-EMB-Y",0.338396249
"markov_corr",324455534,"MARKOV-EMB-Y",0.324455534
"markov_corr",361057016,"MARKOV-EMB-Y",0.361057016
"markov_corr",308801298,"MARKOV-EMB-Y",0.308801298
"markov_corr",338785878,"MARKOV-EMB-Y",0.338785878
"markov_corr",3430643263,"MARKOV-EMB-M",3.430643263
"markov_corr",3371074113,"MARKOV-EMB-M",3.371074113
"markov_corr",3369582259,"MARKOV-EMB-M",3.369582259
"markov_corr",3258110811,"MARKOV-EMB-M",3.258110811
"markov_corr",3292383962,"MARKOV-EMB-M",3.292383962
"markov_corr",3384327372,"MARKOV-EMB-M",3.384327372
"markov_corr",3375542936,"MARKOV-EMB-M",3.375542936
"markov_corr",4090499512,"MARKOV-EMB-M",4.090499512
"markov_corr",3730786927,"MARKOV-EMB-M",3.730786927
"markov_corr",4422160054,"MARKOV-EMB-M",4.422160054
"markov_corr",3299777161,"MARKOV-EMB-M",3.299777161
"markov_corr",3235024607,"MARKOV-EMB-M",3.235024607
"markov_corr",3362608179,"MARKOV-EMB-M",3.362608179
"markov_corr",3267708607,"MARKOV-EMB-M",3.267708607
"markov_corr",3233675432,"MARKOV-EMB-M",3.233675432
"markov_corr",3287148656,"MARKOV-EMB-M",3.287148656
"markov_corr",3358284655,"MARKOV-EMB-M",3.358284655
"markov_corr",3320345710,"MARKOV-EMB-M",3.32034571
"markov_corr",3225188694,"MARKOV-EMB-M",3.225188694
"markov_corr",3229105930,"MARKOV-EMB-M",3.22910593
"markov_corr",3230400180,"MARKOV-EMB-M",3.23040018
"markov_corr",3348163976,"MARKOV-EMB-M",3.348163976
"markov_corr",3251596237,"MARKOV-EMB-M",3.251596237
"markov_corr",3364120822,"MARKOV-EMB-M",3.364120822
"markov_corr",3541162698,"MARKOV-EMB-M",3.541162698
"markov_corr",3257100736,"MARKOV-EMB-M",3.257100736
"markov_corr",3335992611,"MARKOV-EMB-M",3.335992611
"markov_corr",3290531978,"MARKOV-EMB-M",3.290531978
"markov_corr",3232061454,"MARKOV-EMB-M",3.232061454
"markov_corr",3256411334,"MARKOV-EMB-M",3.256411334
"markov_corr",3333097848,"MARKOV-EMB-M",3.333097848
"markov_corr",3312363478,"MARKOV-EMB-M",3.312363478
"markov_corr",3247778221,"MARKOV-EMB-M",3.247778221
"markov_corr",3253009562,"MARKOV-EMB-M",3.253009562
"markov_corr",3295097254,"MARKOV-EMB-M",3.295097254
"markov_corr",3324310706,"MARKOV-EMB-M",3.324310706
"markov_corr",3240831177,"MARKOV-EMB-M",3.240831177
"markov_corr",3260841341,"MARKOV-EMB-M",3.260841341
"markov_corr",3252485247,"MARKOV-EMB-M",3.252485247
"markov_corr",3368847312,"MARKOV-EMB-M",3.368847312
"markov_corr",3384460524,"MARKOV-EMB-M",3.384460524
"markov_corr",3242005751,"MARKOV-EMB-M",3.242005751
"markov_corr",3312165783,"MARKOV-EMB-M",3.312165783
"markov_corr",3278154675,"MARKOV-EMB-M",3.278154675
"markov_corr",3341276626,"MARKOV-EMB-M",3.341276626
"markov_corr",3254824352,"MARKOV-EMB-M",3.254824352
"markov_corr",3303967229,"MARKOV-EMB-M",3.303967229
"markov_corr",3261302756,"MARKOV-EMB-M",3.261302756
"markov_corr",3384406193,"MARKOV-EMB-M",3.384406193
"markov_corr",3418836630,"MARKOV-EMB-M",3.41883663
"markov_corr",3282803896,"MARKOV-EMB-M",3.282803896
"markov_corr",3266308313,"MARKOV-EMB-M",3.266308313
"markov_corr",3286180532,"MARKOV-EMB-M",3.286180532
"markov_corr",3331482811,"MARKOV-EMB-M",3.331482811
"markov_corr",3255620521,"MARKOV-EMB-M",3.255620521
"markov_corr",3234410769,"MARKOV-EMB-M",3.234410769
"markov_corr",3241436408,"MARKOV-EMB-M",3.241436408
"markov_corr",3385580263,"MARKOV-EMB-M",3.385580263
"markov_corr",3471762763,"MARKOV-EMB-M",3.471762763
"markov_corr",3261285746,"MARKOV-EMB-M",3.261285746
"markov_corr",3241689956,"MARKOV-EMB-M",3.241689956
"markov_corr",3275971461,"MARKOV-EMB-M",3.275971461
"markov_corr",3352898361,"MARKOV-EMB-M",3.352898361
"markov_corr",3225785233,"MARKOV-EMB-M",3.225785233
"markov_corr",3241850537,"MARKOV-EMB-M",3.241850537
"markov_corr",3235850789,"MARKOV-EMB-M",3.235850789
"markov_corr",3335208965,"MARKOV-EMB-M",3.335208965
"markov_corr",3485323147,"MARKOV-EMB-M",3.485323147
"markov_corr",3284234761,"MARKOV-EMB-M",3.284234761
"markov_corr",3235354473,"MARKOV-EMB-M",3.235354473
"markov_corr",3300536987,"MARKOV-EMB-M",3.300536987
"markov_corr",3361527922,"MARKOV-EMB-M",3.361527922
"markov_corr",3272792123,"MARKOV-EMB-M",3.272792123
"markov_corr",3236479852,"MARKOV-EMB-M",3.236479852
"markov_corr",3379957446,"MARKOV-EMB-M",3.379957446
"markov_corr",3322415289,"MARKOV-EMB-M",3.322415289
"markov_corr",3536636966,"MARKOV-EMB-M",3.536636966
"markov_corr",3243825213,"MARKOV-EMB-M",3.243825213
"markov_corr",3249454843,"MARKOV-EMB-M",3.249454843
"markov_corr",3315522796,"MARKOV-EMB-M",3.315522796
"markov_corr",3356329524,"MARKOV-EMB-M",3.356329524
"markov_corr",3254620619,"MARKOV-EMB-M",3.254620619
"markov_corr",3270886713,"MARKOV-EMB-M",3.270886713
"markov_corr",3258607669,"MARKOV-EMB-M",3.258607669
"markov_corr",3352119230,"MARKOV-EMB-M",3.35211923
"markov_corr",3385509542,"MARKOV-EMB-M",3.385509542
"markov_corr",3238944000,"MARKOV-EMB-M",3.238944
"markov_corr",3254630495,"MARKOV-EMB-M",3.254630495
"markov_corr",3368483711,"MARKOV-EMB-M",3.368483711
"markov_corr",3330978379,"MARKOV-EMB-M",3.330978379
"markov_corr",3234669562,"MARKOV-EMB-M",3.234669562
"markov_corr",3234777599,"MARKOV-EMB-M",3.234777599
"markov_corr",3242311519,"MARKOV-EMB-M",3.242311519
"markov_corr",3328967287,"MARKOV-EMB-M",3.328967287
"markov_corr",3601958404,"MARKOV-EMB-M",3.601958404
"markov_corr",3363576184,"MARKOV-EMB-M",3.363576184
"markov_corr",3374269018,"MARKOV-EMB-M",3.374269018
"markov_corr",3697676705,"MARKOV-EMB-M",3.697676705
"markov_corr",3378692755,"MARKOV-EMB-M",3.378692755
"markov_corr",3255622558,"MARKOV-EMB-M",3.255622558
"microsim",1259835895445,"MICROSIM-Y (10 mil)",1259.835895445
"microsim",1203808033899,"MICROSIM-Y (10 mil)",1203.808033899
"microsim",1241622112993,"MICROSIM-Y (10 mil)",1241.622112993
"microsim",1260420942097,"MICROSIM-Y (10 mil)",1260.420942097
"microsim",1284702006012,"MICROSIM-Y (10 mil)",1284.702006012
"microsim",1248505421816,"MICROSIM-Y (10 mil)",1248.505421816
"microsim",1277380068605,"MICROSIM-Y (10 mil)",1277.380068605
"microsim",1301710514505,"MICROSIM-Y (10 mil)",1301.710514505
"microsim",1184925246306,"MICROSIM-Y (10 mil)",1184.925246306
"microsim",1259569319592,"MICROSIM-Y (10 mil)",1259.569319592
"microsim",1184798192352,"MICROSIM-Y (10 mil)",1184.798192352
"microsim",1170665572811,"MICROSIM-Y (10 mil)",1170.665572811
"microsim",1142567067837,"MICROSIM-Y (10 mil)",1142.567067837
"microsim",1118284582518,"MICROSIM-Y (10 mil)",1118.284582518
"microsim",1313497079054,"MICROSIM-Y (10 mil)",1313.497079054
"microsim",1286037496625,"MICROSIM-Y (10 mil)",1286.037496625
"microsim",1185610012560,"MICROSIM-Y (10 mil)",1185.61001256
"microsim",1231025397895,"MICROSIM-Y (10 mil)",1231.025397895
"microsim",1374014740908,"MICROSIM-Y (10 mil)",1374.014740908
"microsim",1237854193483,"MICROSIM-Y (10 mil)",1237.854193483
"microsim",1120009408107,"MICROSIM-Y (10 mil)",1120.009408107
"microsim",1111789699619,"MICROSIM-Y (10 mil)",1111.789699619
"microsim",1095319821545,"MICROSIM-Y (10 mil)",1095.319821545
"microsim",1029906217449,"MICROSIM-Y (10 mil)",1029.906217449
"microsim",1156921357061,"MICROSIM-Y (10 mil)",1156.921357061
"microsim",1094627930554,"MICROSIM-Y (10 mil)",1094.627930554
"microsim",1133076439164,"MICROSIM-Y (10 mil)",1133.076439164
"microsim",1117698630667,"MICROSIM-Y (10 mil)",1117.698630667
"microsim",1185594937088,"MICROSIM-Y (10 mil)",1185.594937088
"microsim",1101174072461,"MICROSIM-Y (10 mil)",1101.174072461
"microsim",1123251668483,"MICROSIM-Y (10 mil)",1123.251668483
"microsim",1120010207651,"MICROSIM-Y (10 mil)",1120.010207651
"microsim",1094073912377,"MICROSIM-Y (10 mil)",1094.073912377
"microsim",1101306489034,"MICROSIM-Y (10 mil)",1101.306489034
"microsim",1114458945522,"MICROSIM-Y (10 mil)",1114.458945522
"microsim",1190990430935,"MICROSIM-Y (10 mil)",1190.990430935
"microsim",1098643896792,"MICROSIM-Y (10 mil)",1098.643896792
"microsim",1111746425039,"MICROSIM-Y (10 mil)",1111.746425039
"microsim",1162308801391,"MICROSIM-Y (10 mil)",1162.308801391
"microsim",1088754938779,"MICROSIM-Y (10 mil)",1088.754938779
"microsim",1111976055540,"MICROSIM-Y (10 mil)",1111.97605554
"microsim",1094928371873,"MICROSIM-Y (10 mil)",1094.928371873
"microsim",1089660486904,"MICROSIM-Y (10 mil)",1089.660486904
"microsim",1110094474560,"MICROSIM-Y (10 mil)",1110.09447456
"microsim",1105323555397,"MICROSIM-Y (10 mil)",1105.323555397
"microsim",1118998545665,"MICROSIM-Y (10 mil)",1118.998545665
"microsim",1117939701284,"MICROSIM-Y (10 mil)",1117.939701284
"microsim",1141363315540,"MICROSIM-Y (10 mil)",1141.36331554
"microsim",1133563011545,"MICROSIM-Y (10 mil)",1133.563011545
"microsim",1158877924956,"MICROSIM-Y (10 mil)",1158.877924956
"microsim",1141116359791,"MICROSIM-Y (10 mil)",1141.116359791
"microsim",1077526360904,"MICROSIM-Y (10 mil)",1077.526360904
"microsim",1089983279667,"MICROSIM-Y (10 mil)",1089.983279667
"microsim",1089065987432,"MICROSIM-Y (10 mil)",1089.065987432
"microsim",1080422086404,"MICROSIM-Y (10 mil)",1080.422086404
"microsim",1095161271774,"MICROSIM-Y (10 mil)",1095.161271774
"microsim",1187595353924,"MICROSIM-Y (10 mil)",1187.595353924
"microsim",1208623061795,"MICROSIM-Y (10 mil)",1208.623061795
"microsim",1058503206612,"MICROSIM-Y (10 mil)",1058.503206612
"microsim",1057799544256,"MICROSIM-Y (10 mil)",1057.799544256
"microsim",1056481433688,"MICROSIM-Y (10 mil)",1056.481433688
"microsim",1057466810342,"MICROSIM-Y (10 mil)",1057.466810342
"microsim",1066394143464,"MICROSIM-Y (10 mil)",1066.394143464
"microsim",1051349556684,"MICROSIM-Y (10 mil)",1051.349556684
"microsim",1124811009464,"MICROSIM-Y (10 mil)",1124.811009464
"microsim",1148177644768,"MICROSIM-Y (10 mil)",1148.177644768
"microsim",1115301290759,"MICROSIM-Y (10 mil)",1115.301290759
"microsim",1119826565516,"MICROSIM-Y (10 mil)",1119.826565516
"microsim",1092782298543,"MICROSIM-Y (10 mil)",1092.782298543
"microsim",1165684894973,"MICROSIM-Y (10 mil)",1165.684894973
"microsim",1132705248857,"MICROSIM-Y (10 mil)",1132.705248857
"microsim",1143384082894,"MICROSIM-Y (10 mil)",1143.384082894
"microsim",1142781431219,"MICROSIM-Y (10 mil)",1142.781431219
"microsim",1148206399735,"MICROSIM-Y (10 mil)",1148.206399735
"microsim",1124729620458,"MICROSIM-Y (10 mil)",1124.729620458
"microsim",1150450361113,"MICROSIM-Y (10 mil)",1150.450361113
"microsim",1166113472217,"MICROSIM-Y (10 mil)",1166.113472217
"microsim",1159430850120,"MICROSIM-Y (10 mil)",1159.43085012
"microsim",1280001797510,"MICROSIM-Y (10 mil)",1280.00179751
"microsim",1415179314061,"MICROSIM-Y (10 mil)",1415.179314061
"microsim",1240938652523,"MICROSIM-Y (10 mil)",1240.938652523
"microsim",1178742255457,"MICROSIM-Y (10 mil)",1178.742255457
"microsim",1135909216162,"MICROSIM-Y (10 mil)",1135.909216162
"microsim",1189546980708,"MICROSIM-Y (10 mil)",1189.546980708
"microsim",1244658120076,"MICROSIM-Y (10 mil)",1244.658120076
"microsim",1154786240854,"MICROSIM-Y (10 mil)",1154.786240854
"microsim",1144363150349,"MICROSIM-Y (10 mil)",1144.363150349
"microsim",1164066232813,"MICROSIM-Y (10 mil)",1164.066232813
"microsim",1133160933057,"MICROSIM-Y (10 mil)",1133.160933057
"microsim",1131189325986,"MICROSIM-Y (10 mil)",1131.189325986
"microsim",1136146926551,"MICROSIM-Y (10 mil)",1136.146926551
"microsim",1147686470116,"MICROSIM-Y (10 mil)",1147.686470116
"microsim",1138751468246,"MICROSIM-Y (10 mil)",1138.751468246
"microsim",1111848591213,"MICROSIM-Y (10 mil)",1111.848591213
"microsim",1278602248052,"MICROSIM-Y (10 mil)",1278.602248052
"microsim",1415528275960,"MICROSIM-Y (10 mil)",1415.52827596
"microsim",1430107982700,"MICROSIM-Y (10 mil)",1430.1079827
"microsim",1398130111777,"MICROSIM-Y (10 mil)",1398.130111777
"microsim",1385020609102,"MICROSIM-Y (10 mil)",1385.020609102
"microsim",1331449726664,"MICROSIM-Y (10 mil)",1331.449726664
"microsim_corr",1435297991798,"MICROSIM-EMB-Y (10 mil)",1435.297991798
"microsim_corr",1312844061227,"MICROSIM-EMB-Y (10 mil)",1312.844061227
"microsim_corr",1266487341815,"MICROSIM-EMB-Y (10 mil)",1266.487341815
"microsim_corr",1275369401355,"MICROSIM-EMB-Y (10 mil)",1275.369401355
"microsim_corr",1316342513686,"MICROSIM-EMB-Y (10 mil)",1316.342513686
"microsim_corr",1381040733260,"MICROSIM-EMB-Y (10 mil)",1381.04073326
"microsim_corr",1348294827823,"MICROSIM-EMB-Y (10 mil)",1348.294827823
"microsim_corr",1254395935662,"MICROSIM-EMB-Y (10 mil)",1254.395935662
"microsim_corr",1381540134899,"MICROSIM-EMB-Y (10 mil)",1381.540134899
"microsim_corr",1305318577057,"MICROSIM-EMB-Y (10 mil)",1305.318577057
"microsim_corr",1405120383185,"MICROSIM-EMB-Y (10 mil)",1405.120383185
"microsim_corr",1342600486848,"MICROSIM-EMB-Y (10 mil)",1342.600486848
"microsim_corr",1418918266546,"MICROSIM-EMB-Y (10 mil)",1418.918266546
"microsim_corr",1439512719567,"MICROSIM-EMB-Y (10 mil)",1439.512719567
"microsim_corr",1356464046855,"MICROSIM-EMB-Y (10 mil)",1356.464046855
"microsim_corr",1423958486599,"MICROSIM-EMB-Y (10 mil)",1423.958486599
"microsim_corr",1360740948256,"MICROSIM-EMB-Y (10 mil)",1360.740948256
"microsim_corr",1366074936500,"MICROSIM-EMB-Y (10 mil)",1366.0749365
"microsim_corr",1329401633557,"MICROSIM-EMB-Y (10 mil)",1329.401633557
"microsim_corr",1454136939328,"MICROSIM-EMB-Y (10 mil)",1454.136939328
"microsim_corr",1385503920124,"MICROSIM-EMB-Y (10 mil)",1385.503920124
"microsim_corr",1298546755284,"MICROSIM-EMB-Y (10 mil)",1298.546755284
"microsim_corr",1298173878630,"MICROSIM-EMB-Y (10 mil)",1298.17387863
"microsim_corr",1420423812469,"MICROSIM-EMB-Y (10 mil)",1420.423812469
"microsim_corr",1349859776692,"MICROSIM-EMB-Y (10 mil)",1349.859776692
"microsim_corr",1474403650500,"MICROSIM-EMB-Y (10 mil)",1474.4036505
"microsim_corr",1525596105670,"MICROSIM-EMB-Y (10 mil)",1525.59610567
"microsim_corr",1371259538997,"MICROSIM-EMB-Y (10 mil)",1371.259538997
"microsim_corr",1381101288843,"MICROSIM-EMB-Y (10 mil)",1381.101288843
"microsim_corr",1379150893024,"MICROSIM-EMB-Y (10 mil)",1379.150893024
"microsim_corr",1364477873083,"MICROSIM-EMB-Y (10 mil)",1364.477873083
"microsim_corr",1300819322393,"MICROSIM-EMB-Y (10 mil)",1300.819322393
"microsim_corr",1392256061034,"MICROSIM-EMB-Y (10 mil)",1392.256061034
"microsim_corr",1233887311915,"MICROSIM-EMB-Y (10 mil)",1233.887311915
"microsim_corr",1213153079931,"MICROSIM-EMB-Y (10 mil)",1213.153079931
"microsim_corr",1200922711307,"MICROSIM-EMB-Y (10 mil)",1200.922711307
"microsim_corr",1142853987021,"MICROSIM-EMB-Y (10 mil)",1142.853987021
"microsim_corr",1093156084209,"MICROSIM-EMB-Y (10 mil)",1093.156084209
"microsim_corr",1076806607912,"MICROSIM-EMB-Y (10 mil)",1076.806607912
"microsim_corr",1077181146903,"MICROSIM-EMB-Y (10 mil)",1077.181146903
"microsim_corr",1111955836675,"MICROSIM-EMB-Y (10 mil)",1111.955836675
"microsim_corr",1154003533238,"MICROSIM-EMB-Y (10 mil)",1154.003533238
"microsim_corr",1127468748953,"MICROSIM-EMB-Y (10 mil)",1127.468748953
"microsim_corr",1159516604589,"MICROSIM-EMB-Y (10 mil)",1159.516604589
"microsim_corr",1155329655533,"MICROSIM-EMB-Y (10 mil)",1155.329655533
"microsim_corr",1142714807803,"MICROSIM-EMB-Y (10 mil)",1142.714807803
"microsim_corr",1164931362827,"MICROSIM-EMB-Y (10 mil)",1164.931362827
"microsim_corr",1163875997335,"MICROSIM-EMB-Y (10 mil)",1163.875997335
"microsim_corr",1140475490483,"MICROSIM-EMB-Y (10 mil)",1140.475490483
"microsim_corr",1161640978625,"MICROSIM-EMB-Y (10 mil)",1161.640978625
"microsim_corr",1141677875639,"MICROSIM-EMB-Y (10 mil)",1141.677875639
"microsim_corr",1150325749827,"MICROSIM-EMB-Y (10 mil)",1150.325749827
"microsim_corr",1154547617342,"MICROSIM-EMB-Y (10 mil)",1154.547617342
"microsim_corr",1156455613046,"MICROSIM-EMB-Y (10 mil)",1156.455613046
"microsim_corr",1171493620821,"MICROSIM-EMB-Y (10 mil)",1171.493620821
"microsim_corr",1144786864634,"MICROSIM-EMB-Y (10 mil)",1144.786864634
"microsim_corr",1119659810462,"MICROSIM-EMB-Y (10 mil)",1119.659810462
"microsim_corr",1097972987109,"MICROSIM-EMB-Y (10 mil)",1097.972987109
"microsim_corr",1137052064034,"MICROSIM-EMB-Y (10 mil)",1137.052064034
"microsim_corr",1096329837590,"MICROSIM-EMB-Y (10 mil)",1096.32983759
"microsim_corr",1120767578084,"MICROSIM-EMB-Y (10 mil)",1120.767578084
"microsim_corr",1152162575093,"MICROSIM-EMB-Y (10 mil)",1152.162575093
"microsim_corr",1144938745248,"MICROSIM-EMB-Y (10 mil)",1144.938745248
"microsim_corr",1381974434396,"MICROSIM-EMB-Y (10 mil)",1381.974434396
"microsim_corr",1364320810177,"MICROSIM-EMB-Y (10 mil)",1364.320810177
"microsim_corr",1343943767166,"MICROSIM-EMB-Y (10 mil)",1343.943767166
"microsim_corr",1382849997357,"MICROSIM-EMB-Y (10 mil)",1382.849997357
"microsim_corr",1293538304074,"MICROSIM-EMB-Y (10 mil)",1293.538304074
"microsim_corr",1287666069042,"MICROSIM-EMB-Y (10 mil)",1287.666069042
"microsim_corr",1233322076346,"MICROSIM-EMB-Y (10 mil)",1233.322076346
"microsim_corr",1330982360765,"MICROSIM-EMB-Y (10 mil)",1330.982360765
"microsim_corr",1249202501205,"MICROSIM-EMB-Y (10 mil)",1249.202501205
"microsim_corr",1383043696216,"MICROSIM-EMB-Y (10 mil)",1383.043696216
"microsim_corr",1371465549682,"MICROSIM-EMB-Y (10 mil)",1371.465549682
"microsim_corr",1363508861576,"MICROSIM-EMB-Y (10 mil)",1363.508861576
"microsim_corr",1321076380863,"MICROSIM-EMB-Y (10 mil)",1321.076380863
"microsim_corr",1165617085317,"MICROSIM-EMB-Y (10 mil)",1165.617085317
"microsim_corr",1158919744349,"MICROSIM-EMB-Y (10 mil)",1158.919744349
"microsim_corr",1141620133521,"MICROSIM-EMB-Y (10 mil)",1141.620133521
"microsim_corr",1139599954976,"MICROSIM-EMB-Y (10 mil)",1139.599954976
"microsim_corr",1161631800381,"MICROSIM-EMB-Y (10 mil)",1161.631800381
"microsim_corr",1103407895127,"MICROSIM-EMB-Y (10 mil)",1103.407895127
"microsim_corr",1081128618662,"MICROSIM-EMB-Y (10 mil)",1081.128618662
"microsim_corr",1166912836331,"MICROSIM-EMB-Y (10 mil)",1166.912836331
"microsim_corr",1159523936734,"MICROSIM-EMB-Y (10 mil)",1159.523936734
"microsim_corr",1156242464119,"MICROSIM-EMB-Y (10 mil)",1156.242464119
"microsim_corr",1130641547929,"MICROSIM-EMB-Y (10 mil)",1130.641547929
"microsim_corr",1151514532754,"MICROSIM-EMB-Y (10 mil)",1151.514532754
"microsim_corr",1116379484041,"MICROSIM-EMB-Y (10 mil)",1116.379484041
"microsim_corr",1195755932577,"MICROSIM-EMB-Y (10 mil)",1195.755932577
"microsim_corr",1133845578726,"MICROSIM-EMB-Y (10 mil)",1133.845578726
"microsim_corr",1116487575045,"MICROSIM-EMB-Y (10 mil)",1116.487575045
"microsim_corr",1146603792642,"MICROSIM-EMB-Y (10 mil)",1146.603792642
"microsim_corr",1139750978415,"MICROSIM-EMB-Y (10 mil)",1139.750978415
"microsim_corr",1134636613311,"MICROSIM-EMB-Y (10 mil)",1134.636613311
"microsim_corr",1128395438834,"MICROSIM-EMB-Y (10 mil)",1128.395438834
"microsim_corr",1138754338705,"MICROSIM-EMB-Y (10 mil)",1138.754338705
"microsim_corr",1304765558467,"MICROSIM-EMB-Y (10 mil)",1304.765558467
"microsim_corr",1111147221362,"MICROSIM-EMB-Y (10 mil)",1111.147221362
"microsim_corr",1061043558289,"MICROSIM-EMB-Y (10 mil)",1061.043558289
